271,0.6796778190830235,0.6935933147632312,0.6266579435193174,0.6444064248168118,2.38,0.008100000000000001,10,16,25,30,37,48,53,63,70,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
272,0.6398698884758365,0.6476323119777159,0.5805912042848758,0.5912219864396252,2.39,0.008100000000000001,10,16,25,30,37,48,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
273,0.6604708798017348,0.658774373259053,0.6009233423694309,0.6012141985971879,2.39,0.008100000000000001,10,16,25,30,37,48,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
274,0.6784386617100372,0.6866295264623955,0.6280431007065226,0.6395606455110743,2.4,0.008100000000000001,10,16,25,30,37,48,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
275,0.659541511771995,0.6657381615598886,0.6028252295743934,0.6120858489674081,2.41,0.008100000000000001,10,16,25,30,37,48,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
276,0.6686802973977695,0.6782729805013927,0.6114355045612642,0.6250737496467929,2.42,0.008100000000000001,10,16,25,30,37,48,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
277,0.6649628252788105,0.6782729805013927,0.6121558133808934,0.6298217382473792,2.43,0.008100000000000001,10,16,25,30,36,48,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
278,0.6624845105328376,0.6852367688022284,0.6045093993237403,0.633028933787445,2.44,0.008100000000000001,10,16,25,30,36,48,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
279,0.6671313506815365,0.6713091922005571,0.6119093240406025,0.6192932633546624,2.45,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,163,172,178,184
280,0.6827757125154895,0.7019498607242339,0.632564090208253,0.6556733051122828,2.46,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,163,172,178,184
281,0.6567534076827757,0.6754874651810585,0.5975734627999578,0.6217070600632244,2.47,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,163,172,178,184
282,0.6764250309789344,0.6908077994428969,0.623406766299364,0.6424358936971576,2.47,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,163,172,178,184
283,0.6790582403965304,0.6991643454038997,0.6259463240634602,0.6504586535644256,2.48,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
284,0.6524163568773235,0.6462395543175488,0.5938629484137969,0.5894316447318063,2.49,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
285,0.6815365551425031,0.6894150417827298,0.6309545277490247,0.6410338039915524,2.5,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
286,0.6310408921933085,0.628133704735376,0.573012766864383,0.5721258897025508,2.51,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,163,172,178,184
287,0.6545848822800495,0.6671309192200557,0.593144318652636,0.6102709221436666,2.52,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,153,162,172,178,184
288,0.6615551425030979,0.6754874651810585,0.6089147636703343,0.6272838870805679,2.53,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,172,178,184
289,0.6914498141263941,0.7047353760445683,0.6419704493949662,0.6580675885740985,2.54,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,172,178,184
290,0.6745662949194547,0.6796657381615598,0.6177611168453283,0.6259984735555963,2.55,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,172,178,184
291,0.6813816604708798,0.692200557103064,0.6308579685985027,0.6455627778150059,2.55,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,153,162,172,178,184
292,0.6864931846344485,0.7005571030640668,0.6349794896814291,0.6525193863884482,2.56,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,153,162,172,178,184
293,0.6383209417596035,0.6267409470752089,0.5771835347177813,0.5664710322064639,2.57,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
294,0.6835501858736059,0.6977715877437326,0.6339587782596245,0.6509057504229075,2.58,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,153,162,172,178,184
295,0.6934634448574969,0.6949860724233984,0.6452574795197552,0.6488260478246207,2.59,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,152,153,162,172,178,184
296,0.669454770755886,0.6727019498607242,0.6123291621068954,0.6180306381398888,2.6,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,152,153,162,171,178,184
297,0.6912949194547707,0.7089136490250696,0.6406646554720786,0.662272775353398,2.61,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,139,149,153,162,171,178,184
298,0.6643432465923172,0.6643454038997214,0.6118533645108708,0.6141076247184496,2.62,0.008100000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,139,149,153,162,171,178,184
299,0.6765799256505576,0.7019498607242339,0.6221741000170217,0.6533013226952115,2.62,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
300,0.6799876084262702,0.6935933147632312,0.6273894339600714,0.6454177722107739,2.63,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
301,0.692998760842627,0.6935933147632312,0.6448572067404289,0.6481967746174284,2.64,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
302,0.6911400247831475,0.7075208913649025,0.6397890992058062,0.6600539747171061,2.65,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
303,0.6680607187112764,0.6615598885793872,0.6125610658709095,0.6067748478701827,2.66,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
304,0.6964064436183395,0.6991643454038997,0.6475371196077923,0.6521661119434452,2.67,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
305,0.6993494423791822,0.7116991643454039,0.6513179182957132,0.6663583752744318,2.68,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,153,162,171,178,184
306,0.6640334572490706,0.6545961002785515,0.6083068772220399,0.5990922026693565,2.68,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,153,162,171,178,184
307,0.688816604708798,0.6991643454038997,0.6359761979177894,0.6494465528504167,2.69,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,153,162,171,178,184
308,0.6940830235439901,0.7089136490250696,0.6466286061551296,0.6640751444439719,2.7,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,153,162,171,178,184
309,0.6570631970260223,0.649025069637883,0.6014664476369136,0.5945266384901196,2.71,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
310,0.6688351920693928,0.692200557103064,0.6120560881626321,0.6411339658272364,2.72,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,162,171,178,184
311,0.6920693928128873,0.6908077994428969,0.6432186491841916,0.6434381123667893,2.73,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,162,171,178,184
312,0.6488537794299876,0.6545961002785515,0.5973333973091423,0.60629089067886,2.74,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,126,129,139,149,153,162,171,178,184
313,0.6572180916976456,0.6796657381615598,0.600925190525998,0.6277159333252177,2.74,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,126,129,139,149,153,162,171,178,184
314,0.6600061957868649,0.658774373259053,0.5979730761012241,0.5999290420448627,2.75,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,139,149,153,162,171,178,184
315,0.6158612143742255,0.6142061281337048,0.5676607842871992,0.5687472624690468,2.76,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,130,139,149,153,154,162,171,178,184
316,0.6587670384138785,0.692200557103064,0.6081242825174973,0.6457827344810344,2.77,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
317,0.6188042131350682,0.6128133704735376,0.5441183850613345,0.5408900941432458,2.78,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
318,0.6215923172242875,0.6197771587743732,0.5660962195725885,0.5664577260120056,2.79,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,130,139,149,153,154,162,171,178,184
319,0.6321251548946716,0.6629526462395543,0.586872854644718,0.6211883048789262,2.8,0.007290000000000001,10,16,25,30,36,49,53,63,70,78,85,89,93,107,109,127,130,139,149,152,153,162,171,178,184
320,0.665272614622057,0.6768802228412256,0.6058721407230956,0.6217156508745396,2.8,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,93,107,109,127,129,139,149,152,153,162,171,178,184
321,0.6330545229244114,0.6309192200557103,0.5645590929433342,0.5654080623462528,2.81,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,93,107,109,126,129,140,149,152,153,162,171,178,184
322,0.7008983890954151,0.7353760445682451,0.6545102610835124,0.6951201796828732,2.82,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,93,107,109,126,129,140,149,152,153,162,171,178,184
323,0.6692998760842627,0.7075208913649025,0.6239137276826368,0.667727376901786,2.83,0.007290000000000001,10,16,25,30,36,49,53,63,70,78,85,89,93,107,109,126,130,140,149,152,153,162,171,178,184
324,0.6618649318463445,0.6532033426183844,0.6037180207473298,0.5956759201673545,2.84,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,93,107,109,127,129,140,149,152,153,162,171,178,184
325,0.6541201982651796,0.6713091922005571,0.5923377095949316,0.6147236641360226,2.85,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,93,107,109,127,129,140,149,153,162,171,178,184
326,0.6960966542750929,0.7270194986072424,0.6464057033917179,0.6834706486998339,2.86,0.007290000000000001,10,16,25,30,36,49,53,63,70,78,85,89,93,107,109,127,130,140,149,153,162,171,178,184
327,0.679368029739777,0.6880222841225627,0.6333581246984357,0.6442808737271417,2.86,0.007290000000000001,10,16,25,30,36,49,53,63,70,78,85,89,92,107,109,127,130,140,149,153,162,171,178,184
328,0.672087980173482,0.6685236768802229,0.6213064195816806,0.620084705254616,2.87,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,130,140,149,153,162,171,178,184
329,0.6785935563816605,0.6963788300835655,0.6217866283354436,0.6445375040593724,2.88,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,130,140,149,153,162,171,178,184
330,0.6815365551425031,0.6977715877437326,0.6251313455882822,0.6467729027665368,2.89,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,130,140,149,153,162,171,178,184
331,0.6922242874845105,0.6949860724233984,0.645020412595318,0.6511632550287181,2.9,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,130,140,148,153,162,171,178,184
332,0.7060099132589839,0.7172701949860725,0.6625456724576164,0.6771475467209502,2.91,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,130,140,148,153,162,171,178,184
333,0.6951672862453532,0.7284122562674095,0.6440563066070273,0.6846365921561208,2.92,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,148,152,153,162,171,178,184
334,0.673636926889715,0.6782729805013927,0.6157405994978987,0.6231125290576791,2.93,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,148,152,153,162,171,178,184
335,0.6854089219330854,0.6908077994428969,0.634889296196829,0.6439367201147295,2.93,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,130,139,149,153,162,171,178,184
336,0.7105018587360595,0.7353760445682451,0.6686166117325444,0.6975058982136839,2.94,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,130,139,149,153,162,171,178,184
337,0.6984200743494424,0.7256267409470752,0.6489375232822887,0.6827298787408428,2.95,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
338,0.6775092936802974,0.6894150417827298,0.6207843714339366,0.6364210244264652,2.96,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
339,0.7002788104089219,0.7256267409470752,0.6501922277204254,0.6813453935140859,2.97,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
340,0.7157682775712515,0.7325905292479109,0.6716715755721363,0.6924662530701843,2.98,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
341,0.7060099132589839,0.7144846796657381,0.6593907103009456,0.6714772920033212,2.99,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,162,171,178,184
342,0.701363073110285,0.7186629526462396,0.6511962654880974,0.6727704275941736,3.0,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,162,171,178,184
343,0.6957868649318464,0.7144846796657381,0.6439932431743783,0.6678498814152543,3.01,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,162,171,178,184
344,0.7061648079306072,0.7116991643454039,0.6595546568461956,0.6678659539473684,3.01,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,154,162,171,178,184
345,0.7267657992565055,0.7520891364902507,0.6852598806769459,0.7154840404454161,3.02,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,154,162,171,178,184
346,0.7049256505576208,0.7214484679665738,0.6561695519886477,0.6774193548387097,3.03,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,154,162,171,178,184
347,0.6979553903345725,0.7172701949860725,0.6463810176278608,0.6712046325601121,3.04,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,154,162,171,178,184
348,0.7208798017348204,0.7423398328690808,0.6758206817648131,0.7019490106852277,3.05,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,154,162,171,178,184
349,0.7177819083023544,0.7214484679665738,0.6729987245850733,0.6787745113390808,3.06,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,154,162,171,178,184
350,0.7182465923172243,0.7311977715877437,0.6726346754855654,0.6891774891774891,3.07,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,152,154,162,171,178,184
351,0.7118959107806692,0.7270194986072424,0.6642494139541542,0.6828979211075409,3.08,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
352,0.7050805452292441,0.7089136490250696,0.6559139207043279,0.6622324861122366,3.09,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
353,0.7286245353159851,0.745125348189415,0.6862539899532814,0.7061214082661043,3.09,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
354,0.7228934324659232,0.7409470752089137,0.6786604335455401,0.7010790859665106,3.1,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
355,0.7069392812887236,0.724233983286908,0.6579812582804376,0.67985191090333,3.11,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
356,0.7250619578686494,0.7437325905292479,0.6803822137167334,0.703591356692371,3.12,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,154,162,171,178,184
357,0.7182465923172243,0.7298050139275766,0.6727318177631632,0.6878687584171594,3.13,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,154,162,171,178,184
358,0.7303283767038414,0.7520891364902507,0.6874557769468028,0.7138539178172977,3.14,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,154,162,171,178,184
359,0.7193308550185874,0.7437325905292479,0.6734860479517211,0.7033803930021195,3.15,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,139,149,153,162,171,178,184
360,0.7129801734820322,0.7311977715877437,0.6656206581300712,0.6884514299974596,3.16,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
361,0.7321871127633209,0.754874651810585,0.6900163708571916,0.7171589660258606,3.17,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
362,0.7202602230483272,0.7353760445682451,0.6753311044455734,0.6945016112453505,3.18,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
363,0.7267657992565055,0.7493036211699164,0.6827202096984882,0.7101605285466314,3.18,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
364,0.7131350681536555,0.7325905292479109,0.665490159730002,0.6900364025551491,3.19,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,162,171,178,184
365,0.7343556381660471,0.754874651810585,0.6923350010687097,0.7170411670529226,3.2,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,162,171,178,184
366,0.72227385377943,0.7437325905292479,0.6772552338156741,0.7036518618214447,3.21,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,162,171,178,184
367,0.730638166047088,0.7506963788300836,0.6877356796552343,0.712024557747678,3.23,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,162,171,178,184
368,0.7194857496902106,0.7367688022284122,0.6734392043410367,0.6952899754798496,3.24,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,162,171,178,184
369,0.7352850061957868,0.7576601671309192,0.6934655024696281,0.7203618025664614,3.26,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
370,0.7232032218091697,0.7395543175487466,0.6786030675709376,0.6992040217846669,3.27,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
371,0.7388475836431226,0.766016713091922,0.6977627372668566,0.72984606977364,3.29,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
372,0.7044609665427509,0.7103064066852368,0.655102075444153,0.6643562843298543,3.3,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
373,0.7345105328376704,0.7604456824512534,0.6952765203797615,0.7245667640564712,3.32,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
374,0.6649628252788105,0.6559888579387186,0.6076548439454577,0.600051418287771,3.34,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
375,0.6790582403965304,0.7158774373259053,0.6353360705053046,0.6754974810246048,3.35,0.007290000000000001,10,16,25,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
376,0.6508674101610905,0.6295264623955432,0.590753884503286,0.569098592375499,3.37,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
377,0.7403965303593556,0.7646239554317549,0.700842335614057,0.7289379744177422,3.38,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
378,0.7396220570012392,0.7618384401114207,0.7001571444876384,0.7259187163196879,3.4,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
379,0.6651177199504337,0.6559888579387186,0.6061216003337527,0.5983248625191386,3.41,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,154,162,171,178,184
380,0.7202602230483272,0.7506963788300836,0.6805279400942486,0.7142526818965038,3.42,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
381,0.7204151177199505,0.7298050139275766,0.6769319967453333,0.6897811194355608,3.44,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,154,162,171,178,184
382,0.6976456009913259,0.6991643454038997,0.644474978110664,0.6491928095926386,3.45,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,154,162,171,178,184
383,0.7245972738537795,0.7506963788300836,0.6841779705073656,0.7133719750308324,3.47,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,154,162,171,178,184
384,0.6943928128872366,0.6894150417827298,0.6461595284589379,0.6429382210021386,3.48,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,154,162,171,178,184
385,0.7202602230483272,0.745125348189415,0.675252820587451,0.7055504262318594,3.5,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
386,0.7120508054522925,0.7325905292479109,0.66844779768021,0.6921847123944687,3.52,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
387,0.6868029739776952,0.6713091922005571,0.6317358199878095,0.6162879697102821,3.53,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
388,0.7187112763320942,0.7506963788300836,0.6776587062161128,0.7141446380711958,3.55,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
389,0.7057001239157373,0.7186629526462396,0.6634922228664475,0.6793693323252554,3.55,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
390,0.6835501858736059,0.6796657381615598,0.6260445723321181,0.6241462265546586,3.56,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
391,0.7326517967781908,0.7493036211699164,0.6901755158143015,0.7100389262196696,3.57,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
392,0.6883519206939281,0.7089136490250696,0.6451474301619571,0.6701455595756747,3.58,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
393,0.7091078066914498,0.7311977715877437,0.6629479103251817,0.6893098964172011,3.59,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,162,171,178,184
394,0.7072490706319703,0.7047353760445683,0.6568398836142664,0.6555029987552337,3.6,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,154,162,171,178,184
395,0.7151486988847584,0.7116991643454039,0.6712337233807119,0.6687918812494569,3.6,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,154,162,171,178,184
396,0.7269206939281289,0.7493036211699164,0.6852757388531964,0.7119126910885527,3.61,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,152,153,162,171,178,184
397,0.7224287484510533,0.7228412256267409,0.6776307281618448,0.6797904144648084,3.62,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,154,162,171,178,184
398,0.7273853779429987,0.7381615598885793,0.684805683626024,0.6980689781666812,3.63,0.007290000000000001,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,154,162,171,178,184
399,0.7289343246592317,0.7409470752089137,0.6836135156228779,0.6991247338717854,3.64,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,162,171,178,184
400,0.7298636926889716,0.745125348189415,0.6859591205287634,0.7052009504001508,3.65,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,162,171,178,184
401,0.7439591078066915,0.7520891364902507,0.7064578503836059,0.7170173946930244,3.66,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,154,162,171,178,184
402,0.741635687732342,0.7618384401114207,0.7009168790838662,0.7247481824071811,3.66,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,162,171,178,184
403,0.7106567534076828,0.7256267409470752,0.6611156660151236,0.6809241617959887,3.67,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,162,171,178,184
404,0.7422552664188352,0.7520891364902507,0.702420827404183,0.7149478201327971,3.68,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,126,129,140,149,153,154,162,171,178,184
405,0.751548946716233,0.7743732590529248,0.713699478874209,0.7405409746108651,3.69,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,91,107,109,126,129,140,149,153,162,171,178,184
406,0.7315675340768277,0.7353760445682451,0.6877752312792499,0.6939114358026243,3.7,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,91,107,109,126,129,140,149,153,162,171,178,184
407,0.7417905824039653,0.7618384401114207,0.7008501800085407,0.7251087000326883,3.71,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,91,107,109,126,129,140,149,153,154,162,171,178,184
408,0.7433395291201983,0.7618384401114207,0.7027833822512903,0.7250348247118843,3.71,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,91,107,109,127,129,140,149,153,154,162,171,178,184
409,0.7323420074349443,0.7381615598885793,0.6884444421482037,0.697017173306518,3.72,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,162,171,178,184
410,0.7520136307311028,0.766016713091922,0.7143158098338676,0.7309295804808844,3.73,0.006561000000000002,10,16,24,30,36,49,53,63,71,78,85,89,92,107,109,127,129,140,149,153,154,162,171,178,184
